fecha,departamento,municipio,precipitacion_mm,demanda_municipio_est_gwh,demanda_predicha_gwh,error_absoluto
2026-01-12,Meta,Villavicencio,29.7,6.555636,4.248679753333334,2.306956246666666
2026-01-12,Nariño,Nariño,0.0,0.0,0.0,0.0
2026-01-12,Nariño,Ipiales,1.7,0.012729,0.01011350833333336,0.0026154916666666413
2026-01-12,Nariño,Pasto,1.7,0.089387,0.06937959000000023,0.020007409999999767
2026-01-12,Nariño,Tumaco,1.7,0.029401,0.023173356555555503,0.0062276434444444966
2026-01-12,Nariño,Tuquerres,1.7,0.003394,0.0026720605158730235,0.0007219394841269764
2026-01-12,Norte de Santander,Norte de Santander,0.0,0.0,0.0,0.0
2026-01-12,Norte de Santander,Cucutá,8.066666666666666,0.0,0.0,0.0
2026-01-12,Norte de Santander,Ocaña,8.066666666666666,0.0,0.0,0.0
2026-01-12,Norte de Santander,Pamplona,8.066666666666666,0.001839,0.0016139464170101564,0.00022505358298984348
2026-01-12,Norte de Santander,Villa del Rosario,8.066666666666666,0.0,0.0,0.0
2026-01-12,Putumayo,Putumayo,0.0,0.0,0.0,0.0
2026-01-12,Putumayo,Mocoa,11.5,0.06024,0.0718397381708764,0.011599738170876395
2026-01-12,Putumayo,Orito,11.5,0.000222,0.0002635003495409729,4.1500349540972886e-05
2026-01-12,Putumayo,Puerto Asís,11.5,0.0,0.0,0.0
2026-01-12,Quindío,Quindío,0.0,0.0,0.0,0.0
2026-01-12,Quindío,Armenia,7.6,0.07957,0.0765265733333331,0.003043426666666904
2026-01-12,Quindío,Calarcá,7.6,0.0,0.0,0.0
2026-01-12,Quindío,Montenegro,7.6,0.010051,0.009756160555555525,0.00029483944444447414
2026-01-12,Quindío,Quimbaya,7.6,0.005002,0.004841104145160393,0.0001608958548396074
2026-01-12,Risaralda,Risaralda,0.0,0.0,0.0,0.0
2026-01-12,Risaralda,Belén de Umbría,20.95,0.0,0.0,0.0
2026-01-12,Risaralda,Dosquebradas,20.95,0.0,0.0,0.0
2026-01-12,Risaralda,Pereira,20.95,0.432453,0.4082453733333329,0.024207626666667093
2026-01-12,Risaralda,Santa Rosa de Cabal,20.95,0.0,0.0,0.0
2026-01-12,Santander,Santander,0.0,0.0,0.0,0.0
2026-01-12,Sucre,Sucre,0.0,0.0,0.0,0.0
2026-01-12,Sucre,Corozal,1.1,0.024437,0.02432274386904768,0.00011425613095232198
2026-01-12,Sucre,San Marcos,1.1,0.005739,0.005683940685185172,5.5059314814828383e-05
2026-01-12,Sucre,Sincelejo,0.0,0.200257,0.1982449033577529,0.00201209664224708
2026-01-12,Sucre,Tolú,1.1,0.0,0.0,0.0
2026-01-12,Tolima,Tolima,0.0,0.0,0.0,0.0
2026-01-12,Tolima,Espinal,39.93333333333333,0.083292,0.07307075625431328,0.010221243745686726
2026-01-12,Tolima,Honda,39.93333333333333,0.00314,0.0028401412130124783,0.00029985878698752166
2026-01-12,Tolima,Ibagué,39.93333333333333,0.0,0.0,0.0
2026-01-12,Tolima,Líbano,39.93333333333333,0.0,0.0,0.0
2026-01-12,Tolima,Melgar,39.93333333333333,0.042796,0.03776548520202019,0.005030514797979814
2026-01-12,Valle del Cauca,Valle del Cauca,0.0,0.0,0.0,0.0
2026-01-12,Valle del Cauca,Buenaventura,3.5,0.131113,0.12650328333333322,0.004609716666666791
2026-01-12,Valle del Cauca,Cali,3.5,2.120932,2.065674389999997,0.05525761000000262
2026-01-12,Valle del Cauca,Cartago,3.5,0.139279,0.13510061000000007,0.004178389999999921
2026-01-12,Valle del Cauca,Palmira,3.5,0.872904,0.8183312466666655,0.054572753333334556
2026-01-12,Valle del Cauca,Tuluá,3.5,0.0,0.0,0.0
2026-03-23,Antioquia,Antioquia,0.0,0.0,0.0,0.0
2026-03-23,Antioquia,Bello,0.0,0.258997,0.25202942333333295,0.00696757666666703
2026-03-23,Antioquia,Envigado,0.0,0.252678,0.24670825944444502,0.005969740555554992
2026-03-23,Antioquia,Medellín,0.0,1.977141,1.8929364666666642,0.08420453333333588
2026-03-23,Antioquia,Rionegro,0.0,0.4313,0.4139007566666682,0.017399243333331815
2026-03-23,Arauca,Arauca,0.0,0.0,0.0,0.0
2026-03-23,Arauca,Arauca (municipio),0.0,0.0,0.0,0.0
2026-03-23,Arauca,Saravena,0.0,0.004812,0.004646639063031988,0.00016536093696801254
2026-03-23,Arauca,Tame,0.0,0.005724,0.005518834829753594,0.00020516517024640572
2026-03-23,Atlántico,Atlántico,0.0,0.0,0.0,0.0
2026-03-23,Atlántico,Barranquilla,0.0,2.226225,2.249608520000004,0.02338352000000432
2026-03-23,Atlántico,Sabanalarga,0.0,0.0,0.0,0.0
2026-03-23,Atlántico,Soledad,0.0,0.274832,0.27471838414005656,0.00011361585994346113
2026-03-23,Bogotá,Bogotá,0.0,0.0,0.0,0.0
2026-03-23,Bogotá,Bogotá (municipio),0.0,0.0,0.0,0.0
2026-03-23,Bolívar,Bolívar,0.0,0.0,0.0,0.0
2026-03-23,Bolívar,El Carmen de Bolívar,0.0,0.0,0.0,0.0
2026-03-23,Bolívar,Magangué,0.0,0.0,0.0,0.0
2026-03-23,Bolívar,Turbaco,0.0,0.0,0.0,0.0
2026-03-23,Boyacá,Boyacá,0.0,0.0,0.0,0.0
2026-03-23,Boyacá,Chiquinquira,4.05,0.009892,0.015106594670594997,0.005214594670594997
2026-03-23,Boyacá,Duitama,4.05,0.031957,0.0510689843877901,0.019111984387790104
2026-03-23,Boyacá,Puerto Boyacá,4.05,0.0,0.0,0.0
2026-03-23,Boyacá,Sogamoso,4.05,0.278898,0.44510660155062953,0.16620860155062955
2026-03-23,Boyacá,Tunja,0.0,0.025098,0.04131114652790409,0.01621314652790409
2026-03-23,Caldas,Caldas,0.0,0.0,0.0,0.0
2026-03-23,Caldas,Chinchiná,16.25,0.0,0.0,0.0
2026-03-23,Caldas,La Dorada,16.25,0.021346,0.019109653117825434,0.002236346882174566
2026-03-23,Caldas,Manizales,16.25,0.989003,0.8754211500000014,0.11358184999999854
2026-03-23,Caldas,Riosucio,16.25,0.0,0.0,0.0
2026-03-23,Caldas,Villamaría,16.25,0.0,0.0,0.0
2026-03-23,Caquetá,Caquetá,0.0,0.0,0.0,0.0
2026-03-23,Caquetá,Belén de los Andaquíes,0.0,0.0,0.0,0.0
2026-03-23,Caquetá,Florencia,0.0,0.011654,0.009599513469664268,0.0020544865303357314
2026-03-23,Caquetá,San Vicente del Caguán,0.0,0.0,0.0,0.0
2026-03-23,Casanare,Casanare,0.0,0.0,0.0,0.0
2026-03-23,Casanare,Aguazul,0.0,0.023545,0.02183891275647269,0.0017060872435273114
2026-03-23,Casanare,Paz de Ariporo,0.0,0.0,0.0,0.0
2026-03-23,Casanare,Tauramena,0.0,0.551258,0.5128857508601242,0.0383722491398758
2026-03-23,Casanare,Yopal,0.0,0.106311,0.09875819305555575,0.007552806944444254
2026-03-23,Cauca,Cauca,0.0,0.0,0.0,0.0
2026-03-23,Cesar,Cesar,0.0,0.0,0.0,0.0
2026-03-23,Cesar,Aguachica,18.5,0.018488,0.018509312025072146,2.1312025072144775e-05
2026-03-23,Cesar,Agustín Codazzi,18.5,0.0,0.0,0.0
2026-03-23,Cesar,Bosconia,18.5,0.003949,0.003853975614163607,9.50243858363932e-05
2026-03-23,Cesar,Valledupar,18.5,0.170666,0.16564680033499823,0.005019199665001778
2026-03-23,Chocó,Chocó,0.0,0.0,0.0,0.0
2026-03-23,Chocó,Bahía Solano,27.575,0.0,0.0,0.0
2026-03-23,Chocó,El Carmén,27.575,0.0,0.0,0.0
2026-03-23,Chocó,Itsmina,27.575,0.0,0.0,0.0
2026-03-23,Chocó,Quibdó,0.65,0.0,0.0,0.0
2026-03-23,Cundinamarca,Cundinamarca,0.0,0.0,0.0,0.0
2026-03-23,Cundinamarca,Chía,0.0,0.0,0.0,0.0
2026-03-23,Cundinamarca,Facatativá,0.0,0.0,0.0,0.0
2026-03-23,Cundinamarca,Fusagasugá,0.0,0.0,0.0,0.0
2026-03-23,Cundinamarca,Soacha,0.0,0.412839,0.3835256127508193,0.0293133872491807
2026-03-23,Cundinamarca,Zipaquirá,0.0,0.0,0.0,0.0
2026-03-23,Córdoba,Córdoba,0.0,0.0,0.0,0.0
2026-03-23,Córdoba,Cereté,0.55,0.0,0.0,0.0
2026-03-23,Córdoba,Lorica,0.55,0.024817,0.022407444575278688,0.002409555424721311
2026-03-23,Córdoba,Montelibano,0.55,3.592583,2.839777845092591,0.7528051549074091
2026-03-23,Córdoba,Montería,0.55,0.0,0.0,0.0
2026-03-23,Córdoba,Sahagún,0.55,0.0,0.0,0.0
2026-03-23,Huila,Huila,0.0,0.0,0.0,0.0
2026-03-23,Huila,Garzón,5.8,0.0,0.0,0.0
2026-03-23,Huila,La Plata,5.8,0.000732,0.000767205037827164,3.5205037827163994e-05
2026-03-23,Huila,Neiva,5.8,0.189199,0.19504490945730285,0.005845909457302845
2026-03-23,Huila,Pitalito,5.8,0.018871,0.019888819119454088,0.0010178191194540886
2026-03-23,La Guajira,La Guajira,0.0,0.0,0.0,0.0
2026-03-23,La Guajira,Maicao,0.0,0.007831,0.01037649347818263,0.00254549347818263
2026-03-23,La Guajira,Riohacha,0.0,0.473089,0.6305313910195577,0.1574423910195577
2026-03-23,La Guajira,San Juan del Cesar,0.0,0.0,0.0,0.0
2026-03-23,La Guajira,Uribia,0.0,0.001998,0.0026323800886196434,0.0006343800886196432
2026-03-23,Magdalena,Magdalena,0.0,0.0,0.0,0.0
2026-03-23,Magdalena,Ciénaga,30.0,0.0,0.0,0.0
2026-03-23,Magdalena,El Banco,30.0,0.003207,0.0024944372344322336,0.0007125627655677667
2026-03-23,Magdalena,Fundación,30.0,0.0,0.0,0.0
2026-03-23,Magdalena,Santa Marta,30.0,0.55927,0.43571894242424225,0.1235510575757578
2026-03-23,Meta,Meta,0.0,0.0,0.0,0.0
2026-03-23,Meta,Acacías,0.0,0.0,0.0,0.0
2026-03-23,Meta,Granada,0.0,0.030739,0.020000658275168826,0.010738341724831173
2026-03-23,Meta,Puerto López,0.0,0.0,0.0,0.0
2026-03-23,Meta,Villavicencio,0.0,6.369504,4.143537516666662,2.2259664833333384
2026-03-23,Nariño,Nariño,0.0,0.0,0.0,0.0
2026-03-23,Nariño,Ipiales,2.4000000000000004,0.011892,0.011009608652523399,0.000882391347476601
2026-03-23,Nariño,Pasto,2.4000000000000004,0.083508,0.07643650512481977,0.0070714948751802315
2026-03-23,Nariño,Tumaco,2.4000000000000004,0.027467,0.025442770470652694,0.0020242295293473045
2026-03-23,Nariño,Tuquerres,2.4000000000000004,0.003171,0.002868982678053024,0.00030201732194697637
2026-03-23,Norte de Santander,Norte de Santander,0.0,0.0,0.0,0.0
2026-03-23,Norte de Santander,Cucutá,5.375,0.0,0.0,0.0
2026-03-23,Norte de Santander,Ocaña,5.375,0.0,0.0,0.0
